"## RECSentity.id","entity.name","entity.categoryId","entity.message","entity.thumbnailUrl","entity.value","entity.pageUrl","entity.inventory","entity.margin","entity.brand"
"PAR_52003203","เสื้อเชิ้ต NEXT G สีดำ (หญิง)","462",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/t/_/t_shirt_next_g-2_1_1.png","550.00","https://store.ais.co.th/th/shirt-next-g-black-woman.html","204",,"AIS"
"PAR_52003208","เสื้อยืดคอกลม NEXT G สีขาว (หญิง)","8,462",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/u/n/untitled-1_1_7.png","200.00","https://store.ais.co.th/th/t-shirt-next-g-white-woman.html","150",,"AIS"
"PAR_52003213","เสื้อยืดคอกลม NEXT G สีดำ (หญิง)","8,462",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/t/_/t_shirt_next_g-4.png","200.00","https://store.ais.co.th/th/t-shirt-next-g-black-woman.html","68",,"AIS"
"PAR_52003161","เสื้อยืดคอกลม NEXT G สีขาว (ชาย)","8,462",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/u/n/untitled-1_1_8.png","200.00","https://store.ais.co.th/th/t-shirt-next-g-white-men.html","23",,"AIS"
"PAR_NEW0ON6064G","OnePlus 6 (64GB)","4,4:475,4:708",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/o/n/oneplus6-mirorrblack-1_1.jpg","16999.00","https://store.ais.co.th/th/oneplus-6-64gb.html","0",,"OnePlus"
"PAR_NEW0AP0XS64","iPhone XS (64 GB)","4,4:39,4:555,4:556,4:565,4:582,4:622,4:712,4:1316,4:1367,4:1396,4:1436,4:1438,4:1455",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/i/p/iphonexs-gold-pureangles-1_3_2.jpg","21500.00","https://store.ais.co.th/th/iphone-xs-64gb.html","0",,"Apple"
"PAR_NEW0OPC1901","OPPO A7","4,4:34",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/o/p/oppo_a7_g-1.jpg","5990.00","https://store.ais.co.th/th/oppo-a7.html","0",,"Oppo"
"PAR_NEW0APXR128","iPhone XR (128 GB)","4,4:39,4:557,4:565,4:622,4:712,4:1316,4:1418,4:1436,4:1438,4:1455",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/i/p/iphonexr-red-pureangles-1_3.jpg","23900.00","https://store.ais.co.th/th/iphone-xr-128gb.html","77",,"Apple"
"PAR_jacket_next_gen","เสื้อแจ็คเก็ต Next Gen","8",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/s/h/shirt_2_2_2.jpg","650.00","https://store.ais.co.th/th/jacket-next-gen.html","41",,
"PAR_NEW0HWMA20X","Huawei Mate 20 X","4,4:54,4:560,4:1396",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/m/a/mate20x_midnightblue_1_front_1.jpg","24990.00","https://store.ais.co.th/th/huawei-mate-20-x.html","4",,"HUAWEI"
"PAR_NEW0OPC1877","OPPO R17 Pro","4,4:34,714",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/r/1/r17pro_radiantmist_1_front.jpg","24990.00","https://store.ais.co.th/th/oppo-r17-pro.html","0",,"Oppo"
"PAR_NEW0XMMI8LI","Xiaomi Mi8 Lite","4,635,707,4:500,719",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/m/i/mi8_lite_blue_front.jpg","7990.00","https://store.ais.co.th/th/xiaomi-mi8-lite.html","15",,"Xiaomi"
"PAR_NEW0XM00MI9","Xiaomi Mi9","4,4:500,714,4:1351,4:1381,4:1396,4:1427,4:1436,4:1437,4:1441,4:1455",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/x/i/xiaomi-m9-black-850-1_1.jpg","16999.00","https://store.ais.co.th/th/xiaomi-mi9.html","53",,"Xiaomi"
"PAR_NEW0HW00P30","Huawei P30","4,355,4:54,4:677,714,4:1308",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/h/w/hw_p30_aurora_850x850_1_1.jpg","14990.00","https://store.ais.co.th/th/huawei-p30.html","26",,"HUAWEI"
"PAR_NEW0HWP30PR","Huawei P30 Pro","4,355,4:54,4:677,714,4:1308,4:1326,4:1351",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/h/w/hw_p30pro_aurora_850x850_1.jpg","19990.00","https://store.ais.co.th/th/huawei-p30-pro.html","7",,"HUAWEI"
"PAR_NEW0AP00ARP","AirPods พร้อมเคสชาร์จ","5,5:1407,1434",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/a/i/airpod_with_chaegingcase-1_1.jpg","5990.00","https://store.ais.co.th/th/airpods-with-charge-case.html","3",,"Apple"
"PAR_NEW0APARPWL","AirPods พร้อมเคสชาร์จแบบไร้สาย","5,5:1407",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/a/i/airpod_with_wirelesschargingcase-1_1.jpg","7490.00","https://store.ais.co.th/th/airpods-wireless-charge.html","0",,"Apple"
"PAR_NEW0AP6SP32","iPhone 6s Plus (32 GB)","4,4:39,4:1396",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/i/p/iphone-6s-plus-32gb-850x850-gold-text_1.jpg","11900.00","https://store.ais.co.th/th/iphone-6s-plus-32-gb-sim-lock.html","0",,"Apple"
"PAR_NEW0SSN970F","Samsung Galaxy Note10 256GB","4,4:14,4:1192,4:1351,4:1356,4:1372,4:1396,4:1455",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/s/m/sm_n970_davinci1_front_pen_auraglow_190531.jpg","32900.00","https://store.ais.co.th/th/samsung-galaxy-note-10-256gb.html","22",,"Samsung"
"PAR_NEW0SSN975F","Samsung Galaxy Note10+ 256GB","4,4:14,4:1192,4:1351,4:1356,4:1372,4:1396,4:1455",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/s/m/sm_n975_galaxynote10__front_pen_auraglow_190621.jpg","37900.00","https://store.ais.co.th/th/samsung-galaxy-note-10-plus-256gb.html","13",,"Samsung"
"PAR_NEW0SSN975O","Samsung Galaxy Note10+ 512GB","4,4:14,4:1192,4:1351,4:1356,4:1372,4:1455",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/s/m/sm_n975_galaxynote10__front_pen_auraglow_190621_1.jpg","40900.00","https://store.ais.co.th/th/samsung-galaxy-note-10-plus-512gb.html","0",,"Samsung"
"PAR_ADIDAS IPHXS GAZELLE CASE","Adidas Gazelle Case iPhone X/XS","5,5:33,1256,1331,1333,5:33:1225",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/3/3/33282_adidas_originals_gazelle_iphonexs_snapcase_burgundy_f_1.jpg","1190.00","https://store.ais.co.th/th/adidas-gazelle-case-iphone-x-xs.html","0",,
"PAR_NEW0SSA507F","Samsung Galaxy A50s (128GB)","4,4:14,4:1324,4:1345,4:1396",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/s/s/ss_a50s_green_1_1.jpg","9490.00","https://store.ais.co.th/th/samsung-galaxy-a50s.html","0",,"Samsung"
"PAR_NEW0VVV17PR","VIVO V17 Pro","4,4:63,4:1396",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/v/i/vivo-v17-pro_1_packshot_850x850_1.jpg","12999.00","https://store.ais.co.th/th/vivo-v17-pro.html","0",,"Vivo"
"PAR_NEW0AP11PM1","iPhone 11 Pro Max (64 GB)","4,4:39,4:1306,4:1307,4:1396,4:1398,4:1408,4:1418,4:1436,4:1438,4:1455",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/i/p/iphone_11_pro_max_packshot_296x416_1.png","34900.00","https://store.ais.co.th/th/iphone-11-pro-max-64gb.html","60",,"Apple"
"PAR_AP IP 11P LEATHER CASE","iPhone 11 Pro Leather Case","5,355,5:33,5:1310,5:1426",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/3/3/33015519_iphone_11_pro_leather_case_850x850_saddle_brown_1.jpg","1790.00","https://store.ais.co.th/th/iphone-11-pro-leather-case.html","9",,
"PAR_AP IP 11 CASE","iPhone 11 Clear Case","5,355,5:33,5:1310,5:1426",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/3/3/33015515_iphone_11_clear_case_850x850_3_1.jpg","1390.00","https://store.ais.co.th/th/iphone-11-clear-case.html","0",,
"PAR_NEW0AP011P3","iPhone 11 Pro (256 GB)","4,211,4:39,4:1305,4:1307,4:1329,4:1335,4:1396,4:1408,4:1436,4:1438,4:1455",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/i/p/iphone_11_pro_max_packshot_296x416_4.png","36900.00","https://store.ais.co.th/th/iphone-11-pro-256gb.html","34",,"Apple"
"PAR_NEW0AP011P4","iPhone 11 Pro (512 GB)","4,211,4:39,4:1305,4:1307,4:1329,4:1335,4:1408,4:1455",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/i/p/iphone_11_pro_max_packshot_296x416_5.png","42900.00","https://store.ais.co.th/th/iphone-11-pro-512gb.html","19",,"Apple"
"PAR_NEW0AP00111","iPhone 11 (64 GB)","4,211,4:39,4:1304,4:1307,4:1329,4:1335,4:1396,4:1398,4:1436,4:1438,4:1455",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/s/e/sea_iphone_11_position_1_850x850_3_6.jpg","22900.00","https://store.ais.co.th/th/iphone-11-64gb.html","122",,"Apple"
"PAR_NEW0AP00112","iPhone 11 (128 GB)","4,211,4:39,4:1304,4:1307,4:1329,4:1335,4:1396,4:1398,4:1436,4:1438,4:1455",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/s/e/sea_iphone_11_position_1_850x850_3_4.jpg","24900.00","https://store.ais.co.th/th/iphone-11-128gb.html","81",,"Apple"
"PAR_NEW0SSF900F","Samsung Galaxy Fold","4,4:14,4:1455",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/g/a/galaxy_fold_space_silver_850x850_1_1.jpg","69900.00","https://store.ais.co.th/th/samsung-fold.html","0",,"Samsung"
"PAR_NEW0ON7TP82","OnePlus 7T Pro 256GB (RAM 8 GB)","4,4:475,4:1351,4:1396,4:1436,4:1439,4:1455",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/o/n/oneplus_7tpro_800x800_4_1.jpg","26990.00","https://store.ais.co.th/th/oneplus-7t-pro-256gb-ram-8-gb.html","8",,"OnePlus"
"PAR_AP IP 11PM CASE","iPhone 11 Pro Max Clear Case","5,355,5:33,5:1310,5:1426",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/3/3/33015542_iphone_11_pro_max_850x850_2_1.jpg","1390.00","https://store.ais.co.th/th/iphone-11-pro-max-clear-case.html","59",,
"PAR_AP IP 11P CASE","iPhone 11 Pro Clear Case","5,355,5:33,5:1310,5:1426",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/3/3/33015524_iphone_11_pro_clear_case_850x850_2_1.jpg","1390.00","https://store.ais.co.th/th/iphone-11-pro-clear-case.html","10",,
"PAR_NEW0SSA207D","Samsung Galaxy A20s (32GB)","4,4:14,4:1324,4:1372",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/s/s/ss_a20s_green_1_3.jpg","5490.00","https://store.ais.co.th/th/samsung-galaxy-a20s-32gb.html","28",,"Samsung"
"PAR_NEW0ON7TPM2","OnePlus 7T Pro McLaren 256GB (RAM 12GB)","4,4:475,4:1351,4:1396,4:1436,4:1439,4:1455",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/o/n/oneplus-7t_pro_mclaren_850x850_4.jpg","29990.00","https://store.ais.co.th/th/oneplus-7t-pro-mclaren-256gb-ram-12gb.html","2",,"OnePlus"
"PAR_NEW0HW00Y6S","Huawei Y6s","4,4:54,4:1455",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/h/w/hw_y6s_orchid_blue_850x850_4.jpg","3999.00","https://store.ais.co.th/th/huawei-y6s.html","5",,"HUAWEI"
"PAR_NEW0XM0MIGO","Xiaomi Redmi Go","4,4:500,1332,1333",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/x/i/xiaomi_redmi_go_blue_850x850_3.jpg","1790.00","https://store.ais.co.th/th/xiaomi-redmi-go.html","0",,"Xiaomi"
"PAR_NEW0RM564XL","Realme 5 (สำหรับจำหน่ายในโครงการ CDM และ SIM LOCK )","4,211,4:1309",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/r/e/realme-5_packshot_crystal_purple_850x850_1_1.jpg","4599.00","https://store.ais.co.th/th/realme-5-cdm.html","15",,"Realme"
"PAR_NEW0OPA5364","OPPO A5 2020 3GB + 64GB (สำหรับขายเครื่องเปล่า)","4,4:34,4:1336,4:1455",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/o/p/oppo_a5-2020_dazzlingwhite_1_4.jpg","4999.00","https://store.ais.co.th/th/oppo-a5-2020-3gb-64gb.html","1",,"Oppo"
"PAR_NEW0SSR825F","SAMSUNG Galaxy Watch Active 2 Stainless 44mm eSim","5,5:32,1396,5:1404,5:32:1327",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/w/a/watch-active-2-packshot_44-mm-lte_silver_850x850_1.jpg","13900.00","https://store.ais.co.th/th/sumsung-galaxy-watch-active2-44mm.html","3",,"Samsung"
"PAR_NEW0SSR835F","SAMSUNG Galaxy Watch Active 2 Stainless 40mm eSim","5,5:32,1396,5:1404,5:32:1327",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/w/a/watch-active-2-packshot_40-mm-lte_silver_850x850_1_1.jpg","12900.00","https://store.ais.co.th/th/sumsung-galaxy-watch-active2-40mm.html","11",,"Samsung"
"PAR_NEW0RMX2P12","Realme X2 Pro","4,4:1309",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/r/e/realme_x2_pro_neptune_blue_850x850_1.jpg","19999.00","https://store.ais.co.th/th/realme-x2-pro.html","5",,"Realme"
"PAR_NEW0SSA507U","Samsung Galaxy A50s (64GB)","4,4:14,4:1324,1338,1340,4:1345",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/s/s/ss_a50s_green_1_1_1.jpg","8990.00","https://store.ais.co.th/th/samsung-galaxy-a50s-64gb.html","0",,"Samsung"
"PAR_NEW0OPA5412","OPPO A5 2020 4GB + 128GB","4,4:34,4:1336",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/o/p/oppo_a5-2020_dazzlingwhite_1_6.jpg","6299.00","https://store.ais.co.th/th/oppo-a5-2020-4gb-128gb.html","8",,"Oppo"
"PAR_NEW0OP10X12","OPPO Reno 10x Zoom (12 GB)","4,4:34,4:1301,4:1384,4:1396",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/r/e/reno_10x_zoom_850x850_1.jpg","28990.00","https://store.ais.co.th/th/reno-10x-zoom-ram-12gb.html","5",,"Oppo"
"PAR_NEW0RM5S412","Realme 5s","4,4:1309,4:1396",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/r/e/realme_5s_blue_850x850_1_1_1.jpg","5999.00","https://store.ais.co.th/th/realme-5s.html","10",,"Realme"
"PAR_FITBIT_VERSA","FITBIT VERSA","355",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/f/i/fitbit_versa_alunium_peach_850x850_1_1.jpg","8490.00","https://store.ais.co.th/th/fitbit-versa.html","0",,
"PAR_FITBIT_CHARGE3","FITBIT CHARGE3 TRACKING","5,5:32,5:1404",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/c/h/charge_3_se_lavender_woven_850x850_2_1.jpg","6990.00","https://store.ais.co.th/th/fitbit-charge3-tracking.html","75",,
"PAR_NEW0RM5I464","Realme 5i (64GB)","355,1351,1396",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/r/e/realme5i_blue_1_3.jpg","4999.00","https://store.ais.co.th/th/realme-5i-64gb.html","10",,"Realme"
"PAR_NEW0SSG985F","Samsung Galaxy S20+","4,211,4:14,4:1341,4:1342,4:1351,4:1356,4:1361,4:1372,4:1396,4:1455",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/s/2/s20__cosmicblack_2_1_1_1.jpg","31900.00","https://store.ais.co.th/th/samsung-galaxy-s20-plus.html","1",,"Samsung"
"PAR_NEW0RMC3332","Realme C3","4,4:1309,4:1396,4:1402,4:1421",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/r/e/realme_c3_850x850_blazing_red_1_1.jpg","3999.00","https://store.ais.co.th/th/realme-c3.html","6",,"Realme"
"PAR_NEW0RM5I6XL","Realme 5i (64GB) CDMSL","4,211,4:1309,4:1351,4:1396,4:1402,4:1436,4:1439",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/r/e/realme5i_blue_1.jpg","4999.00","https://store.ais.co.th/th/realme-5i-64-gb-cdmsl.html","14",,"Realme"
"PAR_NEW0SSA715F","Samsung Galaxy A71","4,4:14,4:1337,4:1351,4:1356,4:1372,4:1455",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/s/s/ss-a71_blue_1_2.jpg","13990.00","https://store.ais.co.th/th/samsung-galaxy-a71.html","33",,"Samsung"
"PAR_NEW0SSA515F","Samsung Galaxy A51 (6/128GB)","4,4:14,4:1337,4:1350,4:1351,4:1356,4:1455",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/s/s/ss-a51_blue_1_1.jpg","9990.00","https://store.ais.co.th/th/samsung-galaxy-a51.html","5",,"Samsung"
"PAR_NEW0SSG988B","Samsung Galaxy S20 Ultra 5G","4,211,4:14,4:1342,4:1351,4:1356,4:1361,4:1372,4:1374,4:1396",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/s/2/s20ultra_cosmicgray_2_1_1.jpg","39900.00","https://store.ais.co.th/th/samsung-galaxy-s20-ultra.html","0",,"Samsung"
"PAR_NEW0SSG980F","Samsung Galaxy S20","4,211,4:14,4:1341,4:1342,4:1351,4:1356,4:1361,4:1372,4:1396,4:1455",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/s/2/s20_cloydblue_2_1_1.jpg","28900.00","https://store.ais.co.th/th/samsung-galaxy-s20.html","0",,"Samsung"
"PAR_NEW0RM6P812","Realme 6 Pro","4,4:1309,4:1347,4:1351,4:1396,4:1436,4:1439,4:1455",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/r/e/realme_6_pro_blue_850x850_7_1.jpg","9999.00","https://store.ais.co.th/th/realme-6-pro.html","9",,"Realme"
"PAR_NEW0OPC2025","OPPO Find X2 Pro 5G","4,4:34,4:1343,4:1351,4:1374,4:1396,4:1461",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/f/i/find_x2_pro-balck_1.jpg","40990.00","https://store.ais.co.th/th/oppo-find-x2-pro.html","1",,"Oppo"
"PAR_NEW0IOIMOZ6","imoo Watch Phone รุ่น Z6","5,1323,5:32,1396",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/i/m/imoo_z6_850x850_3_1.jpg","7499.00","https://store.ais.co.th/th/imoo-watch-phone-z6.html","21",,"imoo"
"PAR_NEW0VV00V19","VIVO V19","4,4:63,4:1396,4:1401,4:1436,4:1437,4:1439,4:1455",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/v/i/vivo_v19_gleam-black_front_2.jpg","11999.00","https://store.ais.co.th/th/vivo-v19.html","21",,"Vivo"
"PAR_NEW0OP00A31","OPPO A31 (4/128GB)","4,4:34,4:1355,4:1394,4:1396,4:1403",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/o/p/oppo_a31_850x850_black_1_2.jpg","5499.00","https://store.ais.co.th/th/oppo-a31.html","26",,"Oppo"
"PAR_NEW0OPA31XL","OPPO A31 (4/128GB) CDM/SL","4,211,4:34,4:1355,4:1396,4:1403,4:1429,4:1436,4:1437,4:1451",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/o/p/oppo_a31_850x850_black_1_1.jpg","5499.00","https://store.ais.co.th/th/oppo-a31-cdmsl.html","49",,"Oppo"
"PAR_NEW0VV0V11I_SP","VIVO V11i (พร้อมซิม AIS One-2-Call)","4,4:63,1339,1340,1352",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/v/i/vivo-v11i_850x850_sim_blue_rv3.jpg","7999.00","https://store.ais.co.th/th/vivo-v11i-sp.html","0",,"Vivo"
"PAR_NEW0VV00Y91","VIVO Y91","4,4:63,1331,1333",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/v/i/vivo_y91_oceanblue_thumb_1_1.png","5499.00","https://store.ais.co.th/th/vivo-y91.html","0",,"Vivo"
"PAR_NEW0VV00Y91_SP","VIVO Y91 (พร้อมซิม AIS One-2-Call)","4,4:63,1339,1340,1352",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/v/i/vivo-y91_850x850_sim_rv3.jpg","5499.00","https://store.ais.co.th/th/vivo-y91-sp.html","0",,"Vivo"
"PAR_NEWAPPI7128_TELESALE","iPhone 7 (128 GB)",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/i/p/iphone7-black.png","11000.00","https://store.ais.co.th/th/iphone-7-128-gb.html","0",,"Apple"
"PAR_NEW0TW00PRO","นาฬิกาสมาร์ทวอทช์ TicWatch Pro","5,5:32",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/t/i/ticwatch4_pro_new0tw00pro_bk01_850x850_1_1_1.jpg","9900.00","https://store.ais.co.th/th/ticwatch-pro.html","9",,"TICWATCH"
"PAR_NEW0TW000C2","นาฬิกาสมาร์ทวอทช์ TicWatch C2","5,5:32",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/t/i/ticwatch4_c2_new0tw000c2_ox01_850x850_2_2.jpg","7900.00","https://store.ais.co.th/th/ticwatch-c2.html","60",,"TICWATCH"
"PAR_NEW0TW000S2","นาฬิกาสมาร์ทวอทช์ TicWatch S2","5,5:32",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/t/i/ticwatch4_s2_new0tw000s2_mn01_850x850_1_1.jpg","6900.00","https://store.ais.co.th/th/ticwatch-s2.html","20",,"TICWATCH"
"PAR_NEW0TW000E2","นาฬิกาสมาร์ทวอทช์ TicWatch E2","5,5:32",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/t/i/ticwatch4_e2_new0tw000e2_sd01_850x850_1_1.jpg","5900.00","https://store.ais.co.th/th/ticwatch-e2.html","20",,"TICWATCH"
"PAR_NEW0OPC1919","OPPO Reno 10x Zoom (8 GB)","4,4:34,4:1301,4:1351",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/o/p/oppo_reno10x_oceangreen_850x850_1_1.jpg","24990.00","https://store.ais.co.th/th/oppo-reno-10x-zoom.html","7",,"Oppo"
"PAR_NEW0OPA12X","OPPO A12 (RAM 3/32GB) CDMSL","211,34,1362,1382,1393,1394,1396,1403,1427,1451",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/o/p/oppo-a12_850x850_black_1_1_1_1.jpg","3999.00","https://store.ais.co.th/th/oppo-a12-ram-3-32gb-cdmsl.html","18",,"Oppo"
"PAR_NEW0OP00A12","OPPO A12 (RAM 3/32GB)","34,1362,1394,1396,1403",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/o/p/oppo-a12_850x850_black_1_1_1.jpg","3999.00","https://store.ais.co.th/th/oppo-a12-ram-3-32gb.html","38",,"Oppo"
"PAR_NEW0AP7P128","iPhone 7 Plus (128 GB)","4,4:39,1338,1340,4:1367,4:1455",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/i/p/iphone-7-plus-32gb-black2-850x850-text_2.jpg","13000.00","https://store.ais.co.th/th/iphone-7-plus-128-gb-sim-lock.html","0",,"Apple"
"PAR_NEW0HWM5L10","Huawei MediaPad M5 Lite 10.1” LTE","19,19:1364,1396",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/h/w/hw_mediapad_m5lite10.1_850x850_1_1.jpg","10990.00","https://store.ais.co.th/th/huawei-mediapad-m5-lite-10-1-lite.html","5",,"HUAWEI"
"PAR_NEW0HWPADT5","Huawei MediaPad T5 10.1” (WIFI only)","19,19:1364",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/h/w/hw_mediapad_t5_10.1_wifi__850x850_1_1.jpg","4990.00","https://store.ais.co.th/th/huawei-mediapad-t5-10-1-wifi-only.html","1",,"HUAWEI"
"PAR_Sense_Cover_for_iPhone6/6sPlus","เคสไอโฟน 6/6s Plus แบบฝาพับ Sense Cover",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/s/e/sense_cover_for_iphone_6_plus_6s_plus_black_1.jpg","1780.00","https://store.ais.co.th/th/sense-cover-for-iphone-6-plus-6s-plus.html","0",,"Moshi"
"PAR_NEW0SSP615N","Samsung Galaxy Tab S6 Lite (LTE)","19,19:28,19:1380,1396,1436,1437",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/t/a/tab_s6_lite_850x850_grey_1_3.jpg","14990.00","https://store.ais.co.th/th/samsung-galaxy-tab-s6-lite-lte.html","15",,"Apple"
"WDS_NEWNEX00307","NEX 307",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/n/e/nex-front_1.jpg","9980.00","https://store.ais.co.th/th/nex-307.html","0",,"Nex"
"PAR_TENC_case_for_iPhone6/6s","เคสไอโฟน 6/6s แบบแข็ง TENC",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/t/e/tenc_case_for_iphone_6_6s_matte_black_2.jpg","490.00","https://store.ais.co.th/th/tenc-case-for-iphone-6-6s.html","0",,"Just Mobile"
"PAR_NEW0OPC1969_SP","OPPO F11 Pro 64GB (พร้อมซิม AIS One-2-Call)","4,4:34,1339,1340,1352",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/o/p/oppo-f11-pro-64gb_850x850_sim_rv3_1.jpg","8490.00","https://store.ais.co.th/th/oppo-f11-pro-64gb-sp.html","0",,"Oppo"
