"## RECSentity.id","entity.name","entity.categoryId","entity.message","entity.thumbnailUrl","entity.value","entity.pageUrl","entity.inventory","entity.margin","entity.brand"
"PAR_NEW0ON7P225","OnePlus 7 Pro 256GB (RAM 12 GB)","4,4:475,714,4:716,1332,1333,4:1351",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/o/n/oneplus7pro_mirrorgrey_850x850_1_2.jpg","23990.00","https://store.ais.co.th/th/oneplus-7-pro-256gb-ram-12-gb.html","0",,"OnePlus"
"PAR_NEW0APP1123","iPad Pro ใหม่ รุ่น 11 นิ้ว (256 GB) Wi-Fi","19,355,19:27,19:1357,19:1358,19:1359",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/t/h/th_ipad_pro_2nd_generation_gps_space_gray_aluminum_11in_pdp_us_1a_1_1.jpg","31400.00","https://store.ais.co.th/th/the-new-ipad-pro-11-inch-256-gb-wi-fi.html","0",,"Apple"
"PAR_NEW0AP07P32","iPhone 7 Plus (32 GB)","4,4:39,4:1316,1338,1340,4:1367",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/i/p/iphone-7-plus-32gb-black2-850x850-text.jpg","11000.00","https://store.ais.co.th/th/iphone-7-plus-32-gb-sim-lock.html","0",,"Apple"
"PAR_USB_Retractable_Lightning_Cable_3ft","สายชาร์จ USB Retractable Lightning 90 cm (3ft)","5,5:36",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/3/3/33014170.jpg","259.00","https://store.ais.co.th/th/usb-retractable-lightning-cable-3ft.html","0",,"Innowatt"
"PAR_Rakuni iPhone 7 BOOK","เคสไอโฟน 7 รุ่นรักคุนิ แบบฝาพับ","5,5:33",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/1/_/1_1_24.jpg","790.00","https://store.ais.co.th/th/rakuni-iphone-7-book.html","0",,
"PAR_Apple_iPhone_X_Sandby_Cover","Apple iPhone X Sandby Cover","5,5:33",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/6/1/61092_front-blank_hr_krusell_cover_sandby_2.jpg","595.00","https://store.ais.co.th/th/apple-iphone-x-sandby-cover.html","0",,"Krusell"
"PAR_Krusell Sandby Cover Apple iPhone Xr","Krusell Sandby Cover Apple iPhone Xr","33,503,584,33:1226",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/6/1/61511_front_blank_hr_krusell_cover_sandby_2_1.jpg","595.00","https://store.ais.co.th/th/krusell-sandby-cover-apple-iphone-xr.html","0",,"Krusell"
"PAR_Krusell Sandby Cover Apple iPhone Xs Max","Krusell Sandby Cover Apple iPhone Xs Max","33,503,584,33:1226",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/6/1/61511_front_blank_hr_krusell_cover_sandby_1_1.jpg","595.00","https://store.ais.co.th/th/krusell-sandby-cover-apple-iphone-xs-max.html","0",,"Krusell"
"PAR_ADIDAS IPHXSM ADI CANVAS CASE","Adidas Adicolor CANVAS Case iPhone XS Max","5,5:33,1256,1331,1333",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/3/3/33328_2_1.jpg","1290.00","https://store.ais.co.th/th/adidas-adicolor-canvas-case-iphone-xs-max.html","0",,
"PAR_ADIDAS IPHXS GAZELLE MOULDED CASE","Adidas Gazelle Moulded case iPhone X/XS","5,5:33,1256,1331,1333,5:33:1225",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/2/8/28350_adidas_originals_gazelle_moulded_case_ip8_blue_white_b2_1.jpg","1190.00","https://store.ais.co.th/th/adidas-gazelle-moulded-case-iphone-x-xs.html","0",,
"PAR_ELEMENTCASE IPHXR ILLUSION","ELEMENTCASE IPHXR ILLUSION","5,5:33,1256,5:33:1257",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/3/3/33014981-illusion_ixr_black_orth-back_850x850.jpg","890.00","https://store.ais.co.th/th/elementcase-iphxr-illusion.html","0",,
"PAR_ADIDAS IPHXR ADI CANVAS CASE","Adidas Adicolor CANVAS Case iPhone XR","5,5:33,1256,1331,1333,5:33:1225",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/3/2/32836_2_1.jpg","1190.00","https://store.ais.co.th/th/adidas-adicolor-canvas-case-iphone-xr.html","0",,
"PAR_ADIDAS IPHXS MOULDED BASIC CASE","Adidas TPU Moulded BASIC Case iPhone X/XS","5,5:33,1256,1331,1333,5:33:1225",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/3/1/31581_3_1.jpg","1190.00","https://store.ais.co.th/th/adidas-tpu-moulded-basic-case-iphone-x-xs.html","0",,
"PAR_ADIDAS IPHXS TPU MOULDED CASE","Adidas TPU moulded case iPhone X/XS","5,5:33,1256,1331,1333,5:33:1225",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/2/9/29192_adidas_originals_newbasic_snapcase_iphonex_bluewhite_b_1.jpg","1190.00","https://store.ais.co.th/th/adidas-tpu-moulded-case-iphone-x-xs.html","0",,
"PAR_ADIDAS IPHXS TPU HARD CASE","Adidas TPU Hard Cover case iPhone X/XS","5,5:33,1256,1331,1333,5:33:1225",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/2/9/29218_adidas_originals_tpu_hard_cover_ip8_green_f_1.jpg","1290.00","https://store.ais.co.th/th/adidas-tpu-hard-cover-case-iphone-x-xs.html","0",,
"PAR_ELEMENTCASE IPHXSM ILLUSION","ELEMENTCASE IPHXSM ILLUSION","5,5:33,1256,5:33:1257",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/3/3/33014991-illusion__ipxs-max_black_orth-back_850x850.jpg","890.00","https://store.ais.co.th/th/elementcase-iphxsm-illusion.html","0",,
"PAR_ELEMENTCASE IPHXS ILLUSION","ELEMENTCASE IPHXS ILLUSION","5,5:33,1256,5:33:1257",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/3/3/33014991-illusion__ipxs-max_black_orth-back_850x850_1.jpg","890.00","https://store.ais.co.th/th/elementcase-iphxs-illusion.html","0",,
"PAR_PIE CHARMS MODEL P-CT1 SECURE TAG","PIE CHARMS SECURE TAG","5,50,5:35",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/p/-/p-ct1_white_front_1.jpg","990.00","https://store.ais.co.th/th/pie-charms-model-p-ct1-secure-tag.html","0",,
"PAR_CheeroPowerPlus10050mAh_Flower","แบตเตอรี่สำรอง Cheero Power Plus 10050mAh DANBOARD version Flower series","5,50,5:48",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/0/6/066_ppd_flowers_hinagiku_amazon01_850_1.jpg","2290.00","https://store.ais.co.th/th/cheero-power-plus-10050mah-danboard-version-flower-series.html","0",,
"PAR_Clear_Cover_Samsung_GalaxyS7","Clear Cover Samsung Galaxy S7","5,50,635,707,5:33,5:210",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/t/h/th_ef-qg930cbegww_000000002_back_black.jpg","890.00","https://store.ais.co.th/th/clear-cover-samsung-galaxy-s7.html","0",,"Samsung"
"PAR_CheeroPowerPlus3_DANBOARD_version13400mAh","แบตเตอรี่สำรอง Cheero Power Bank Plus3 DANBOARD version 13400mAh","5,50,5:48",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/s/n/snowman_6_1.jpg","2690.00","https://store.ais.co.th/th/cheero-power-plus3-danboard-version-13400mah.html","0",,
"PAR_NEW0SSA705F","Samsung Galaxy A70","4,4:14,714,4:1324",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/a/7/a70_white_850x850_1_1.jpg","14990.00","https://store.ais.co.th/th/samsung-galaxy-a70.html","0",,"Samsung"
"PAR_NEW0HN0020L","Honor 20 Lite","4,4:564,714,4:1190,1315,4:1190:1193",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/h/o/honor20lite_phantomblue_packshot_850x850_1_1.jpg","7990.00","https://store.ais.co.th/th/honor-20-lite.html","0",,"Honor"
"PAR_NEW0ON8P225","OnePlus 8 Pro","4,4:475,4:1378",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/o/n/oneplus8pro_netflix_blue_850x850_3.jpg","34990.00","https://store.ais.co.th/th/oneplus-8-pro-premium.html","6",,"OnePlus"
"PAR_NEW0ON08225","OnePlus 8","4,4:475,4:1378",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/o/n/oneplus8_netflix_green_850x850_1.jpg","28990.00","https://store.ais.co.th/th/oneplus-8-premium.html","0",,"OnePlus"
"PAR_NEW0APP1124_NEW","iPad Pro ใหม่ รุ่น 11 นิ้ว (512 GB) WiFi + Cellular","19,19:27,19:1368,19:1370",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/t/h/th_ipad_pro_2nd_generation_gps_cellular_space_gray_aluminum_11in_pdp_us_1a_1_6.jpg","43400.00","https://store.ais.co.th/th/ipad-pro-11-inch-512-gb-gen-2.html","0",,"Apple"
"PAR_NEW0APP1123_NEW","iPad Pro ใหม่ รุ่น 11 นิ้ว (256 GB) WiFi + Cellular","19,19:27,19:1368,19:1370",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/t/h/th_ipad_pro_2nd_generation_gps_cellular_space_gray_aluminum_11in_pdp_us_1a_1_5.jpg","36400.00","https://store.ais.co.th/th/ipad-pro-11-inch-256-gb-gen-2.html","1",,"Apple"
"WDS_NEW0HW0Y7SL","Huawei Y7 Pro 2019 SIM LOCK (พร้อมซิม AIS One-2-Call)","4,4:54,4:1389",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/p/a/packshot_sim_y7pro_2019_aurora-blue_850x850_1.jpg","3999.00","https://store.ais.co.th/th/huawei-y7-pro-2019-sim-lock.html","80",,"HUAWEI"
"PAR_FTERSHOKZ_TREKZ_AIR","Aftershokz Trekz Air","5,5:20,5:1404",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/a/f/aftershokz_air_slategrey_850_0_1.jpg","5490.00","https://store.ais.co.th/th/aftershokz-trekz-air.html","40",,"Aftershokz"
"PAR_Aftershokz_Trekz_Titanium","หูฟังไร้สาย Aftershokz Trekz Titanium","5,5:20,5:1404",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/a/f/aftershokz-trekz-titanium_-ocean-blue_2.jpg","3490.00","https://store.ais.co.th/th/aftershokz-trekz-titanium.html","58",,"Aftershokz"
"PAR_AFTERSHOKZ_AEROPEX","AFTERSHOKZ AEROPEX","355",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/a/f/aftershokz_aeropex_black_850_1_1.jpg","5990.00","https://store.ais.co.th/th/aftershokz-aeropex.html","0",,"Aftershokz"
"PAR_NEW0SSN985","Samsung Galaxy Note 20 Ultra (8/256GB)","355",,,"38900.00","https://store.ais.co.th/th/samsung-galaxy-note-20-ultra-8-256gb.html","0",,"Samsung"
"PAR_O!Coat0.3Jelly_Case_for_iPhone5/5S/SE","เคสไอโฟน 5/5s/SE O!Coat 0.3 Jelly",,,,"290.00","https://store.ais.co.th/th/ocoat-0-3-jelly-case-for-iphone-5-5s-se.html","0",,"Ozaki"
"PAR_JBL_LINK10","JBL Link 10","5,5:35,5:1404",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/j/b/jbl-link10-black-850-1_1.jpg","4990.00","https://store.ais.co.th/th/jbl-link-10.html","0",,"JBL"
"PAR_iPhone8_Leather_Case","iPhone 8 Leather Case",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/i/p/iphone8-2017-lthr-midnightblue_850x850_1.jpg","2100.00","https://store.ais.co.th/th/iphone-8-leather-case.html","0",,"Apple"
"PAR_NEW0FB0002T","FOBO Bike จุกวัดลมยางบลูทูธอัจฉริยะ สำหรับรถจักรยานยนต์","5,1323,5:35",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/b/i/bikeblack_1.jpg","2590.00","https://store.ais.co.th/th/fobo-bike.html","0",,
"PAR_Fibit_Charge_HR_L","Fitbit รุ่น Charge HR (ไซส์ L)",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/c/h/charge-hr_-black-large_1.jpg","6250.00","https://store.ais.co.th/th/fitbit-charge-hr-l.html","0",,"Fitbit"
"PAR_iPhone8Plus_Silicone","iPhone 8 Plus Silicone Case",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/i/p/iphone8plus-2017-poly-red_850x850_1.jpg","1700.00","https://store.ais.co.th/th/iphone-8-plus-silicone-case.html","0",,"Apple"
"PAR_Fitbit_Surge_S","Fitbit รุ่น Surge (ไซส์ S)",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/s/u/surge_-black-small_2.jpg","11990.00","https://store.ais.co.th/th/fitbit-surge-s.html","0",,"Fitbit"
"PAR_NEW0GMFR645","Garmin - Factsheet Forerunner 645","5,5:32,5:522",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/f/o/forerunner645-black-1_1.jpg","14990.00","https://store.ais.co.th/th/garmin-factsheet-forerunner-645.html","2",,"Garmin"
"PAR_NEWINH0G260","INHON / OLA POP G260",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/o/l/ola-pop-g260_1.jpg","890.00","https://store.ais.co.th/th/inhon-ola-pop-g260.html","0",,"INHON"
"PAR_LAVA_4.0","AIS SUPER COMBO 4.0 (Iris 510)",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/a/i/ais_4.0.jpg","2190.00","https://store.ais.co.th/th/ais-super-combo-4-0-html.html","0",,"AIS"
"PAR_PowerBank5200mAh","แบตสำรองขนาด 5200 mAh",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/p/o/power_bank_5200_mah_white.jpg","1290.00","https://store.ais.co.th/th/powerbank-5200-mah.html","0",,"Innergie"
"PAR_MagiCable_Lightning3m","สายชาร์จ Apple Lightning 3 เมตร",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/m/a/magicable_lightning_3_m.jpg","790.00","https://store.ais.co.th/th/magicable-lightning-3m.html","0",,"Innergie"
"PAR_Fibit_Surge_L","Fitbit รุ่น Surge (ไซส์ L)",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/s/u/surge_-black-large_1.jpg","11990.00","https://store.ais.co.th/th/fitbit-surge-l.html","0",,"Fitbit"
"PAR_Krusell_iPhone7_Boras_FolioWallet","เคส Krusell iPhone 7 Boras FolioWallet","5,5:503",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/6/0/60731_front_hr_krusell_foliowallet_boras_1.jpg","995.00","https://store.ais.co.th/th/krusell-iphone7-boras-foliowallet.html","0",,"Krusell"
"PAR_Krusell_iPhone7_Kivik_ClearCover","เคส Krusell iPhone 7 Kivik ClearCover","5,5:503",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/6/0/60717_back_hr_krusell_cover_kivik_1.jpg","495.00","https://store.ais.co.th/th/krusell-iphone7-kivik-clearcover.html","0",,"Krusell"
"PAR_Clear_View_Cover_Samsung_GalaxyS7","Clear View Cover Samsung Galaxy S7","5,50,635,707,5:33,5:210",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/t/h/th_ef-zg930cbegww_000000001_front_black_1.jpg","1690.00","https://store.ais.co.th/th/clear-view-cover-samsung-galaxy-s7.html","1",,"Samsung"
"PAR_NEW0XMM10TP","Xiaomi Mi10T Pro 5G","4,4:500",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/m/i/mi10tpro-5g_black_1_1.jpg","15990.00","https://store.ais.co.th/th/xiaomi-mi10t-pro-5g.html","250",,"Xiaomi"
"PAR_SS_NOTE10LED","Note10 LED Back Cover","5,5:33,5:1404",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/n/o/note10-led-back-cover-black-850-1_1.jpg","1390.00","https://store.ais.co.th/th/note10-led-back-cover.html","44",,"Samsung"
"GSMSAMI9082","Samsung Galaxy Grand","4,4:14,26",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/w/d/wds_samgagrand.png","9900.00","https://store.ais.co.th/th/samsung-galaxy-grand.html","0",,"Samsung"
"WDS_GSMAPPI4S16","Apple iPhone 4S 16GB","4,25,4:39",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/a/w/awn_newapp0i4s8-wh01_1.jpg","20700.00","https://store.ais.co.th/th/apple-iphone-4s-16gb.html","0",,"Apple"
"samsung-core-prime","Samsung Galaxy Core Prime",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/s/s/ss-core-prime-black-1.jpg","4990.00","https://store.ais.co.th/th/galaxy-core-prime.html","0",,"Samsung"
"PAR_NEWSAMT715Y","Samsung Galaxy Tab S2 (8.0')",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/t/a/tabs28.0-01.jpg","13900.00","https://store.ais.co.th/th/samsung-galaxy-tab-s2-8-0.html","0",,"Samsung"
"PAR_Aunjai_Shirt","เสื้อเชิ้ตน้องอุ่นใจ (Digital Life)","8",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/s/h/shirt_2_1.jpg","695.00","https://store.ais.co.th/th/aun-jai-shirt.html","95",,"AIS"
"PAR_NEWSAMT815Y","Samsung Galaxy Tab S2 (9.7')",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/t/h/thum-tabs2-white_1_2.png","18900.00","https://store.ais.co.th/th/samsung-galaxy-tab-s2-9-7.html","0",,"Samsung"
"PAR_NEWLAV0I360","AIS Super Combo LAVA iris 360",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/a/i/ais_lava3.5_3.jpg","1690.00","https://store.ais.co.th/th/ais-super-combo-lava-3-5.html","0",,"Lava"
"PAR_NEWLAV0I600","AIS Super Combo LAVA iris 600",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/i/r/iris600-1.jpg","2390.00","https://store.ais.co.th/th/ais-super-combo-lava-iris-600.html","0",,"Lava"
"PAR_NEWLAV000W3","AIS SUPER COMBO LAVA W3",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/l/a/lava-w3-01.jpg","890.00","https://store.ais.co.th/th/wwyy.html","0",,
"PAR_NEWLAV0I550","AIS Super Combo LAVA 4G iris 550",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/l/a/lava4g-iris550_1.jpg","2490.00","https://store.ais.co.th/th/ais-super-combo-lava-iris-550.html","0",,"Lava"
"PAR_NEWSAMA910F","Samsung Galaxy A9 Pro","4,635,4:14,4:584",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/f/r/front_gold.png","15900.00","https://store.ais.co.th/th/samsung-galaxy-a9-pro.html","0",,"Samsung"
"PAR_Miraitec _Lightning_Cable1.2m","สายชาร์จ Apple Lightning 1.2 เมตร",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/m/i/miraitec-lightning-cable-1.jpg","390.00","https://store.ais.co.th/th/miraitec-lightning-cable-1-2m.html","0",,
"PAR_Smart_Body_Analyzer","เครื่องชั่งวัดอัตราการเต้นของหัวใจ,แคลลอรี่",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/s/m/smart_body_analyzer_white_1.jpg","6990.00","https://store.ais.co.th/th/smart-body-analyzer.html","0",,"Withings"
"PAR_Krusell_iPhone7_BodenCover","เคส Krusell iPhone 7 BodenCover","5,5:503",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/6/0/60719_front_hr_krusell_cover_boden_1.png","495.00","https://store.ais.co.th/th/krusell-iphone7-bodencover.html","0",,"Krusell"
"PAR_Krusell_iPhone7_Timra_WalletCover","เคส Krusell iPhone 7 Timra WalletCove","5,5:503",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/6/0/60741_front_hr_krusell_walletcover_timra_1.jpg","895.00","https://store.ais.co.th/th/krusell-iphone7-timra-walletcover.html","0",,"Krusell"
"PAR_NEWZTE0F327","ZTE F327",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/z/t/zte-f327-01.jpg","890.00","https://store.ais.co.th/th/zte-f327.html","0",,"ZTE"
"PAR_SingleUSB_Port_Wall_Charger 2.1A","หัวชาร์จโทรศัพท์ 2.1 A",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/s/i/single_usb_port_wall_charger_2.1a.jpg","360.00","https://store.ais.co.th/th/single-usb-port-wall-charger-2-1a.html","0",,"Innergie"
"PAR_DuoUSB_Port_WallCharger4.2A","หัวชาร์จโทรศัพท์แบบ 2 ช่อง 4.2 A",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/d/u/duo_usb_port_wall_charger_4.2a_2.jpg",,"https://store.ais.co.th/th/duo-usb-port-wall-charger-4-2a.html","0",,"Innergie"
"PAR_O!coat0.4Jelly_Case_for_iPhone6/6s_Plus","เคสไอโฟน 6/6s Plus O!coat 0.4 Jelly",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/o/_/o_coat_0.4_jelly_case_for_iphone_6_6s_plus_clear_1.jpg","350.00","https://store.ais.co.th/th/ocoat-0-4-jelly-case-for-iphone-6-6s-plus.html","0",,"Ozaki"
"PAR_O!coat_Hard_Crystal_Case_for_iPhone6Plus","เคสไอโฟน 6/6s Plus แบบแข็ง O!coat",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/o/_/o_coat_hard_crystal_case_for_iphone_6_plus_clear_1.jpg",,"https://store.ais.co.th/th/ocoat-hard-crystal-case-for-iphone-6-plus.html","0",,"Ozaki"
"PAR_MIO_Fuse_HR_Activity_Wrist_Band","สายรัดข้อมือสุขภาพและการออกกำลังกาย MIO รุ่น  Fuse HR Activity Wrist Band",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/m/i/mio-fuse-hr-activity-wrist-band_-crimson-long-strap.jpg","5990.00","https://store.ais.co.th/th/mio-fuse-hr-activity-wrist-band.html","0",,"MIO"
"PAR_Withings_Activite_Pop","นาฬิกาแนวสุขภาพและการออกกำลังกาย Withings Activite Pop",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/w/i/withings_activite_pop_shark_grey_1.jpg","5490.00","https://store.ais.co.th/th/withings-activite-pop.html","0",,"Withings"
"PAR_iPhone6/6sPlus_Air_Jacket","เคสไอโฟน 6/6s Plus แบบแข็ง Air Jacket",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/i/p/iphone_6_plus_6s_plus_air_jacket_smoke.jpg","690.00","https://store.ais.co.th/th/iphone-6-plus-6s-plus-air-jacket.html","0",,"Power Support"
"PAR_USB_Round_Cable_with_Lightning_Connector1m","สายชาร์จ USB Round Cable with Lightning Connector 1m (3.3 ft)","5,5:36",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/3/3/33014163_thumb.png","259.00","https://store.ais.co.th/th/usb-round-cable-with-lightning-connector-1m-3-3-ft.html","0",,"Innowatt"
"PAR_The PORSCHE","PORSCHE DESIGN HUAWEI Mate 9",,,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/m/a/mate9_porsche1.jpg","49900.00","https://store.ais.co.th/th/porsche-design-huawei-mate-9.html","0",,"HUAWEI"
"PAR_NEWHUAEVA19-PG01","Huawei P9 Prestige Gold","53",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/g/o/gold_sandblasted_front_hd_ui_2_1.png","14900.00","https://store.ais.co.th/th/huawei-p9-prestige-gold.html","0",,"HUAWEI"
"PAR_NEW0NKT1032","Nokia 3","4,4:197",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/n/o/nokia-3-silver-white.jpg","4850.00","https://store.ais.co.th/th/nokia-3.html","0",,"Nokia"
"PAR_NEW0HT00U3U","HTC U11","4",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/h/t/htc-ocean-sapphireblueu11_1.jpg","25990.00","https://store.ais.co.th/th/htc-u11.html","0",,"HTC"
"PAR_NEW0FB0004T","FOBO Tire จุกวัดลมยางบลูทูธอัจฉริยะ สำหรับรถยนต์","5,1323,5:35",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/f/o/fobo-product-black_1.jpg","4590.00","https://store.ais.co.th/th/fobo-tire.html","0",,
"PAR_NEW0SNG8142","Sony Xperia  XZ Premium","4,4:16",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/x/z/xz-premium_black_1_1.jpg","21990.00","https://store.ais.co.th/th/sony-xperia-xz-premium.html","0",,"Sony"
"PAR_NEW0GM0SFX5","Garmin - Fenix 5","5,5:32,5:195",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/f/e/fenix5-hr-blk-01_1.jpg","25900.00","https://store.ais.co.th/th/garmin-fenix-5.html","1",,"Garmin"
"PAR_NEW0NKT1021","Nokia 6","4,4:197",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/n/o/nokia6_black_1.jpg","7990.00","https://store.ais.co.th/th/nokia-6.html","0",,"Nokia"
"PAR_NEW0LV00I50","AIS Super Combo LAVA iris 50","4,4:23",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/i/r/iris-50-six_front_1.jpg","2250.00","https://store.ais.co.th/th/ais-super-combo-lava-iris-50.html","0",,"Lava"
"PAR_Apple_iPhone_X_Tumba_2_Card_Cover","Apple iPhone X Tumba 2 Card Cover","5,5:33",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/6/1/61107_front-blank_hr_krusell_2-cards-cover_tumba.jpg","995.00","https://store.ais.co.th/th/apple-iphone-x-tumba-2-card-cover.html","0",,"Krusell"
"PAR_KRS_SS_S9P_KIVIK_COVER","KRUSELL SAMSUNG S9 PLUS KIVIK COVER","449,503",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/6/1/61261_front_hr_krusell_cover_kivik_2.jpg","495.00","https://store.ais.co.th/th/krusell-samsung-s9-plus-kivik-cover.html","0",,"Krusell"
"PAR_33014657","KRUSELL SAMSUNG S9 KIVIK COVER","5,5:33,449,5:503",,"http://cpc.ais.co.th/CPC-FE-WEB/api/contents/download/media/catalog/product/6/1/61260_front_hr_krusell_cover_kivik_1_1.jpg","495.00","https://store.ais.co.th/th/krusell-samsung-s9-kivik-cover.html","0",,"Krusell"
